1,6,,,
9,0,,,
3,3,0,57.161537,
3,2,0,64.806465,
3,4,0,71.957848,
3,5,0,85.18708,
3,3,1,13.858154,
3,5,1,27.105846,
3,4,1,32.601845,
3,1,1,52.171692,
3,2,1,58.529846,
3,5,2,11.504923,
3,4,2,31.277231,
3,2,2,36.683079,
3,4,3,13.049231,
3,2,3,18.07877,
3,5,3,23.614462,
3,1,3,42.138771,
3,3,3,55.884922,
3,2,4,9.525538,
3,4,4,14.473538,
3,5,4,23.938768,
3,1,4,31.319386,
3,3,4,51.243999,
3,2,5,9.491693,
3,5,5,14.332,
3,4,5,20.312614,
3,3,5,37.064308,
3,1,5,43.605537,
3,3,6,10.100307,
3,4,6,15.212,
3,5,6,32.52277,
3,1,6,37.792923,
3,5,7,12.947077,
3,1,7,21.839693,
3,2,7,29.976307,
3,4,7,43.091076,
3,3,7,51.041847,
3,4,8,10.014153,
3,3,8,22.249231,
3,1,8,32.779694,
3,2,8,38.012924,
3,3,9,9.363077,
3,2,9,14.186769,
3,4,9,40.209538,
3,1,9,64.571075,
9,10,,,
3,3,10,13.174769,
3,5,10,30.213539,
3,1,10,44.845844,
3,4,11,7.228615,
3,5,11,12.276,
3,3,11,18.507385,
3,1,11,26.71323,
3,2,11,34.115692,
3,4,12,8.141846,
3,1,12,13.009539,
3,2,12,21.949846,
3,3,12,35.172001,
3,3,13,7.471385,
3,2,13,12.355385,
3,4,13,22.128,
3,1,13,32.298462,
3,5,13,37.625229,
3,2,14,11.282769,
3,3,14,22.854769,
3,5,14,41.225231,
3,4,14,46.677845,
3,1,14,54.340614,
3,1,15,7.728923,
3,4,15,20.04677,
3,5,15,27.894461,
3,3,15,52.554462,
3,3,16,7.696308,
3,4,16,18.782154,
3,2,16,36.785847,
3,1,16,42.144306,
3,2,17,8.303692,
3,1,17,13.072308,
3,5,17,18.316307,
3,4,17,35.322155,
3,3,17,55.094769,
3,2,18,7.312615,
3,3,18,29.513845,
3,1,18,34.906155,
3,1,19,7.283077,
3,3,19,12.037539,
3,2,19,25.509539,
3,5,19,34.14246,
3,4,19,42.012924,
9,20,,,
3,4,20,12.308,
3,2,20,18.043692,
3,3,20,34.817539,
3,1,21,9.456615,
3,5,21,25.692308,
3,4,21,31.032923,
3,3,21,62.01754,
3,3,22,13.906769,
3,5,22,23.773539,
3,4,22,35.420307,
3,1,22,41.992001,
3,4,23,9.34123,
3,5,23,14.210462,
3,3,23,19.599077,
3,2,23,28.467077,
3,1,23,39.62154,
3,5,24,12.509539,
3,1,24,22.233538,
3,2,24,30.012308,
3,4,24,39.253845,
3,3,24,60.975384,
3,1,25,9.272,
3,3,25,19.085846,
3,5,25,30.973539,
3,4,25,37.961845,
3,2,25,68.239693,
3,2,26,17.170462,
3,3,26,22.935385,
3,4,26,39.563385,
3,1,26,49.607384,
3,5,26,56.206154,
3,3,27,9.527077,
3,5,27,21.065538,
3,1,27,29.358768,
3,2,27,41.490154,
3,4,27,58.203075,
3,1,28,9.177231,
3,4,28,13.944307,
3,5,28,41.51754,
3,2,28,60.518154,
3,1,29,12.02677,
3,2,29,19.504,
3,4,29,24.723385,
3,5,29,36.816921,
3,3,29,46.101845,
9,30,,,
3,3,30,10.501231,
3,1,30,17.989538,
3,2,30,24.00523,
3,5,30,29.407078,
3,4,30,34.706154,
3,3,31,48.176617,
3,3,32,17.147692,
3,1,31,22.757538,
3,4,31,33.141232,
3,5,31,42.225231,
3,3,33,17.427385,
3,5,32,22.875692,
3,4,32,29.141846,
3,2,32,49.136002,
3,1,32,65.598152,
3,4,33,17.079384,
3,5,33,22.305538,
3,3,34,27.772615,
3,2,33,38.91354,
3,1,33,57.281845,
3,5,34,17.043692,
3,1,34,22.252924,
3,2,34,33.84277,
3,4,34,48.877537,
3,1,35,16.375385,
3,2,35,21.817539,
3,3,36,34.590462,
3,4,35,40.30677,
3,2,36,19.618769,
3,1,36,40.846153,
3,5,36,48.460617,
3,1,37,15.672308,
3,5,37,20.881538,
3,4,37,26.300308,
3,2,37,34.064308,
3,3,38,39.275078,
3,3,39,16.278154,
3,1,38,21.720615,
3,5,38,31.951693,
3,4,38,44.463383,
3,2,38,49.792923,
3,5,39,25.072308,
3,1,39,33.395077,
3,4,39,41.174152,
3,2,39,47.569538,
3,3,40,71.32431,
9,40,,,
3,1,40,11.418462,
3,2,40,17.416,
3,4,40,29.108616,
3,1,41,9.439077,
3,2,41,32.299694,
3,3,42,38.060307,
3,2,42,9.710154,
3,4,42,14.571384,
3,5,42,20.161846,
3,3,43,42.652309,
3,2,43,9.984923,
3,5,43,15.001231,
3,1,43,21.881845,
3,3,44,27.323076,
3,4,43,38.133537,
3,1,44,25.065845,
3,3,45,30.369846,
3,2,44,42.755692,
3,1,45,9.910461,
3,2,45,21.192616,
3,4,45,30.035076,
3,1,46,12.758462,
3,4,46,26.344616,
3,5,46,33.166462,
3,3,47,41.259693,
3,2,46,62.517231,
3,2,47,9.846461,
3,3,48,14.84277,
3,5,47,33.384308,
3,1,47,43.051998,
3,4,47,48.363384,
3,3,49,9.489538,
3,4,48,14.464616,
3,2,48,26.544001,
3,1,48,41.518463,
3,5,49,9.782154,
3,4,49,19.337538,
3,2,49,32.303692,
3,3,50,38.599384,
9,50,,,
3,4,50,13.690154,
3,3,51,19.544001,
3,1,50,24.916615,
3,2,50,44.444614,
3,5,50,55.713539,
3,4,51,8.143385,
3,2,51,15.688308,
3,5,51,24.424616,
3,1,51,30.104923,
3,1,52,31.563076,
3,2,52,43.976307,
3,4,52,49.181847,
3,1,53,12.241231,
3,3,54,22.310154,
3,4,53,28.935078,
3,2,53,50.111385,
3,5,53,75.880615,
3,3,55,9.317538,
3,1,54,14.312615,
3,2,54,31.816307,
3,5,54,48.568615,
3,4,54,57.235386,
3,2,55,10.998462,
3,1,55,16.213846,
3,3,56,34.204617,
3,5,55,47.252922,
3,2,56,7.660308,
3,4,56,12.293538,
3,1,56,26.371077,
3,3,57,37.998154,
3,5,56,43.342155,
3,3,58,8.584923,
3,1,57,13.464,
3,4,57,43.713844,
3,5,57,65.922462,
3,4,58,7.917539,
3,1,58,12.796308,
3,5,58,20.287693,
3,2,58,27.776615,
3,3,59,36.547077,
3,3,60,10.869538,
3,1,59,17.680923,
3,5,59,33.377537,
3,4,59,38.708923,
9,60,,,
3,5,60,9.678461,
3,1,60,21.463385,
3,4,60,27.087692,
3,3,61,41.631077,
3,2,60,56.828308,
3,3,62,9.717231,
3,2,61,14.519384,
3,5,61,29.931076,
3,4,61,35.253231,
3,1,61,54.240925,
3,5,62,9.365539,
3,4,62,14.267385,
3,2,62,24.650768,
3,3,63,31.110462,
3,1,62,37.481232,
3,4,63,8.682769,
3,3,64,13.577847,
3,5,63,26.596615,
3,2,63,50.295078,
3,1,63,55.472,
3,3,65,8.650154,
3,4,64,23.455385,
3,2,64,35.807693,
3,5,64,41.113846,
3,4,65,9.257846,
3,3,66,17.390461,
3,5,65,33.956615,
3,2,65,41.664616,
3,2,66,8.590154,
3,4,66,13.351692,
3,5,66,18.958155,
3,1,66,35.782154,
3,3,67,42.107384,
3,4,67,10.796,
3,5,67,16.967691,
3,2,67,28.582462,
3,3,69,8.196308,
3,1,68,13.053231,
3,4,68,30.676308,
3,2,68,56.196617,
3,3,70,8.165231,
3,2,69,12.927384,
3,1,69,25.692616,
3,5,69,30.995077,
3,4,69,57.711079,
9,70,,,
3,4,70,13.104615,
3,5,70,24.676924,
3,3,71,32.504002,
3,2,70,37.570152,
3,4,71,9.753538,
3,1,71,15.122154,
3,2,71,24.358154,
3,2,72,12.89477,
3,4,72,18.239384,
3,1,72,23.646154,
3,3,73,36.41077,
3,5,72,45.198769,
3,5,73,9.657538,
3,3,74,17.71077,
3,4,73,41.205231,
3,2,73,53.219383,
3,4,74,10.590462,
3,1,74,27.442154,
3,5,74,38.63723,
3,1,75,10.876923,
3,4,75,16.042461,
3,2,75,22.779385,
3,3,76,28.104,
3,5,75,37.546768,
3,1,76,11.802154,
3,4,76,26.035692,
3,3,77,38.962154,
3,5,76,45.291691,
3,2,76,72.95108,
3,1,77,9.851384,
3,5,77,14.864923,
3,3,78,21.576307,
3,4,77,32.122463,
3,2,77,64.88092,
3,4,78,9.820616,
3,3,79,14.599384,
3,1,78,20.737539,
3,2,78,32.014153,
3,5,78,37.249229,
3,1,79,11.067385,
3,3,80,16.283691,
3,2,79,24.975077,
3,5,79,35.946156,
3,4,79,45.905231,
9,80,,,
2,2574,1343686485,1879329302,81
3,5,80,18.786154,
3,5,81,9.781538,
3,4,81,15.165231,
3,1,81,20.665539,
3,2,81,29.215385,
3,2,82,9.70923,
3,3,83,23.724308,
3,1,82,49.171078,
3,3,84,13.513538,
3,1,83,30.960308,
3,2,83,36.26123,
3,1,84,12.896923,
3,4,84,32.551693,
3,2,84,44.207386,
3,3,85,55.035076,
3,3,86,9.23877,
3,5,85,14.135385,
3,1,85,22.045847,
3,2,85,32.62677,
3,4,85,43.220615,
3,4,86,9.846769,
3,2,86,14.843385,
3,5,86,32.233845,
3,3,87,42.162155,
3,3,88,9.496,
3,2,87,14.110769,
3,4,87,19.590462,
3,5,88,9.132923,
3,1,88,14.149231,
3,2,88,23.956615,
3,4,88,35.694153,
3,3,89,44.579384,
3,3,90,9.753538,
3,4,89,14.746462,
3,2,89,20.251078,
3,5,89,31.555384,
9,90,,,
3,5,90,9.247692,
3,4,90,14.803692,
3,2,90,29.011385,
3,1,90,35.442154,
