ÿ
BluSH>Charger Voltage is 0.000V...charger not enabled
Disabling Charger...Battery Voltage is 4.296V
1,9
Version 0.4 of PhyRadioM started, LOCAL_ADDR = 37
Device Removed;
3,0,0,15.603077,15.779077,0,0
3,4,0,12.033539,39.441231,0,0
3,7,0,12.082461,60.862770,0,0
3,3,0,12.436000,83.380310,0,0
3,8,0,12.103692,12.224308,0,0
3,7,1,9.742154,32.099998,0,0
3,0,1,9.878154,50.591694,0,0
3,4,1,9.848616,69.902771,0,0
3,6,0,12.053846,90.456001,0,0
3,3,1,9.886461,10.006769,0,0
3,5,0,12.101846,30.870770,0,0
3,6,1,9.912000,50.416924,0,0
3,0,2,9.879692,69.119690,0,0
3,4,2,9.841846,88.629845,0,0
3,8,1,9.929846,10.067077,0,0
3,0,3,9.845538,29.283691,0,0
3,7,2,9.880615,48.156616,0,0
3,1,0,12.103385,69.908615,0,0
3,2,0,11.548000,90.713234,0,0
3,4,3,9.875692,10.112308,0,0
3,1,1,9.948615,28.864614,0,0
3,2,1,9.853230,48.635078,0,0
3,6,2,9.879692,67.302155,0,0
3,8,2,9.846769,86.762459,0,0
3,6,3,9.878769,9.999385,0,0
3,0,4,9.843385,28.953846,0,0
3,7,3,9.931692,47.715691,0,0
3,5,1,9.856923,67.282463,0,0
3,3,2,9.883077,86.232307,0,0
3,6,4,9.905847,10.012923,0,0
3,5,2,9.979077,28.941231,0,0
3,7,4,9.876307,48.340614,0,0
3,8,3,9.927384,67.288307,0,0
3,0,5,9.873231,86.799690,0,0
3,7,5,9.933538,10.070769,0,0
3,1,2,9.917231,29.418770,0,0
3,5,3,9.927384,48.405846,0,0
3,4,4,9.868615,67.922462,0,0
3,2,2,9.927384,87.066154,0,0
3,8,4,9.876616,9.998154,0,0
3,3,3,9.978769,28.550154,0,0
3,2,3,9.881538,48.139694,0,0
3,7,6,9.937231,67.327385,0,0
3,0,6,9.877539,86.915695,0,0
3,6,5,9.966769,10.104000,0,0
3,2,4,9.917231,29.393230,0,0
3,8,5,9.925846,48.294460,0,0
3,3,4,9.868615,67.914772,0,0
3,5,4,9.928308,87.012619,0,0
3,4,5,9.874154,9.995692,0,0
3,3,5,9.979692,28.757538,0,0
3,7,7,9.876307,48.463692,0,0
3,2,5,9.936000,67.443077,0,0
3,5,5,9.884000,86.928307,0,0
3,1,3,9.969539,10.106770,0,0
3,4,6,9.916924,29.584309,0,0
3,6,6,9.937846,48.507076,0,0
3,7,8,9.879385,68.008614,0,0
3,0,7,9.926154,86.636612,0,0
3,0,8,9.908615,10.030154,0,0
3,1,4,9.979077,28.886461,0,0
3,5,6,9.876000,48.504307,0,0
3,4,7,9.927384,66.967384,0,0
3,7,9,9.876616,86.638771,0,0
3,5,7,9.934770,10.071692,0,0
3,0,9,9.917539,29.429846,0,0
3,3,6,9.928000,48.454460,0,0
3,8,6,9.869231,67.699997,0,0
3,6,7,9.927384,86.757233,0,0
3,3,7,9.874154,9.995692,0,0
3,1,5,9.978769,28.747076,0,0
3,2,6,9.876307,48.404308,0,0
3,8,7,9.927384,67.240921,0,0
3,5,8,9.876616,86.779076,0,0
3,0,10,9.934770,10.072000,0,0
3,8,8,9.950769,29.758154,0,0
3,7,10,9.959077,48.879383,0,0
3,2,7,9.874769,68.672920,0,0
3,3,8,9.930154,87.656921,0,0
3,2,8,9.998462,10.127384,0,0
3,7,11,9.936615,29.462769,0,0
3,1,6,9.934462,49.397537,0,0
3,4,8,10.007692,68.727074,0,0
3,0,11,9.898769,88.388306,0,0
3,1,7,10.029846,10.158770,0,0
3,0,12,9.951077,30.190769,0,0
3,2,9,9.999692,49.492001,0,0
3,3,9,9.928308,68.842766,0,0
3,5,9,9.964923,87.975075,0,0
3,4,9,9.985847,10.123077,0,0
3,7,12,10.013846,29.488308,0,0
3,1,8,9.919692,49.694153,0,0
3,2,10,10.002461,69.066460,0,0
3,6,8,9.895692,88.943077,0,0
3,2,11,10.006461,10.143692,0,0
3,7,13,9.951077,30.225231,0,0
3,0,13,10.021846,49.455383,0,0
3,8,9,9.943692,69.798462,0,0
3,5,10,9.963077,89.100922,0,0
3,1,9,10.052000,10.192307,0,0
3,3,10,9.973538,29.553539,0,0
3,5,11,9.973230,49.670460,0,0
3,4,10,9.976923,69.219383,0,0
3,8,10,9.963385,89.214462,0,0
3,2,12,10.043693,10.187077,0,0
3,8,11,10.007692,30.142155,0,0
3,1,10,10.027077,49.836617,0,0
3,5,12,10.046461,69.918770,0,0
3,0,14,10.003693,89.856003,0,0
3,3,11,10.035692,10.170154,0,0
3,5,13,10.069231,30.044924,0,0
3,2,13,9.988000,50.259693,0,0
3,1,11,9.992308,69.941849,0,0
3,7,14,9.968307,89.662460,0,0
3,7,15,10.052615,10.196308,0,0
3,3,12,10.008307,30.384924,0,0
3,6,9,10.026154,50.025230,0,0
3,0,15,10.014770,69.783691,0,0
3,8,12,10.017231,89.762459,0,0
3,5,14,10.057231,10.191692,0,0
3,3,13,10.056923,30.254154,0,0
3,7,16,9.978461,50.463692,0,0
3,4,11,10.019384,70.117233,0,0
3,0,16,9.982769,90.312614,0,0
3,8,13,10.030461,10.173846,0,0
3,5,15,10.006461,30.319693,0,0
3,4,12,10.044308,50.119694,0,0
3,6,10,10.015693,69.960304,0,0
3,3,14,9.986462,89.598152,0,0
3,2,14,10.046154,10.180615,0,0
3,3,15,10.057538,30.208000,0,0
3,7,17,9.980308,50.189537,0,0
3,6,11,9.998462,69.559692,0,0
3,0,17,9.984000,89.462151,0,0
3,0,18,10.042154,10.185846,0,0
3,8,14,10.008307,30.580616,0,0
3,4,13,10.042769,49.964924,0,0
3,1,12,10.014153,70.199074,0,0
3,3,16,9.986770,89.890152,0,0
3,3,17,10.056923,10.191384,0,0
3,0,19,10.054770,30.348616,0,0
3,6,12,9.987385,50.468922,0,0
3,4,14,10.012615,69.940926,0,0
3,5,16,9.964923,89.975388,0,0
3,6,13,10.046154,10.189846,0,0
3,8,15,10.016615,30.487385,0,0
3,0,20,10.026154,50.270771,0,0
3,1,13,10.031693,70.295074,0,0
3,4,15,9.994769,90.020309,0,0
3,0,21,10.054461,10.188923,0,0
3,6,14,10.054770,30.287384,0,0
3,7,18,9.978461,50.589848,0,0
3,3,18,10.023385,70.120308,0,0
3,1,14,9.983077,89.982773,0,0
3,3,19,10.030461,10.174154,0,0
3,8,16,10.017538,30.317846,0,0
3,1,15,10.045539,50.318462,0,0
3,5,17,10.014770,70.452927,0,0
3,7,19,9.984307,90.171692,0,0
3,0,22,10.065230,10.199693,0,0
3,2,15,10.055077,30.238462,0,0
3,5,18,10.005538,50.464924,0,0
3,3,20,10.012923,70.173233,0,0
3,7,20,9.967077,90.276924,0,0
3,1,16,10.052615,10.196000,0,0
3,4,16,10.004616,30.208307,0,0
3,8,17,10.064000,49.654461,0,0
3,5,19,10.033231,69.574768,0,0
3,6,15,10.024000,89.412003,0,0
3,8,18,10.051077,10.185538,0,0
3,6,16,10.076307,30.128923,0,0
3,2,16,9.963693,50.406769,0,0
3,1,17,10.012000,69.841232,0,0
3,3,21,10.009231,89.690155,0,0
3,3,22,10.022462,10.166154,0,0
3,4,17,10.007384,30.207384,0,0
3,7,21,10.063077,49.876923,0,0
3,6,17,10.014462,70.024307,0,0
3,8,19,10.004000,89.646156,0,0
3,5,20,10.015077,10.140924,0,0
3,0,23,10.055077,29.884308,0,0
3,3,23,9.999692,49.868309,0,0
3,4,18,10.012308,69.601234,0,0
3,8,20,9.966154,89.554153,0,0
3,7,22,10.101539,10.253231,0,0
3,4,19,10.004923,30.641232,0,0
3,3,24,10.029231,50.280922,0,0
3,5,21,10.022462,70.300003,0,0
3,1,18,9.986154,89.617538,0,0
3,6,18,10.012615,10.139077,0,0
3,4,20,10.055077,30.216309,0,0
3,2,17,9.997847,50.090462,0,0
3,3,25,10.012000,69.488617,0,0
3,7,23,9.962770,89.232307,0,0
3,2,18,10.101539,10.253231,0,0
3,5,22,10.006769,30.657230,0,0
3,1,19,10.026462,50.360001,0,0
3,6,19,10.022462,69.932617,0,0
3,3,26,10.020308,89.927383,0,0
3,1,20,9.998462,10.124308,0,0
3,7,24,10.076000,29.712000,0,0
3,0,24,9.960000,49.675076,0,0
3,8,21,9.992616,68.811996,0,0
3,5,23,9.964616,88.704926,0,0
3,3,27,10.089539,10.233539,0,0
3,8,22,10.023692,30.403385,0,0
3,7,25,10.026462,50.313232,0,0
3,1,21,10.041538,70.483078,0,0
3,6,20,9.985847,90.279388,0,0
3,8,23,10.012923,10.139384,0,0
3,5,24,10.054153,30.287077,0,0
3,4,21,10.000615,50.416615,0,0
3,2,19,10.012000,70.037537,0,0
3,7,26,9.965538,89.473228,0,0
3,5,25,10.101539,10.253231,0,0
3,0,25,10.004616,30.650461,0,0
3,2,20,10.069231,50.335693,0,0
3,6,21,10.031693,70.657234,0,0
3,7,27,10.023077,90.517227,0,0
3,1,22,10.011077,10.269539,0,0
3,7,28,10.075692,29.981846,0,0
3,3,28,9.980308,50.426460,0,0
3,4,22,9.994462,69.646156,0,0
3,0,26,10.012308,89.675385,0,0
3,1,23,10.012615,10.132923,0,0
3,0,27,10.004000,30.407078,0,0
3,4,23,10.063692,49.767693,0,0
3,8,24,9.955692,70.079689,0,0
3,3,29,9.984615,89.528000,0,0
3,8,25,10.092615,10.227077,0,0
3,4,24,10.004308,30.333847,0,0
3,0,28,10.014153,50.347076,0,0
3,5,26,10.056616,70.233231,0,0
3,6,22,9.963693,90.074463,0,0
3,3,30,10.021539,10.164923,0,0
3,2,21,10.056923,30.258461,0,0
3,6,23,10.057231,49.976307,0,0
3,1,24,9.987692,70.041542,0,0
3,8,26,10.110461,90.047691,0,0
3,4,25,10.058769,10.328000,0,0
3,1,25,10.027385,30.209539,0,0
3,2,22,10.105230,50.501232,0,0
3,6,24,10.001538,70.207695,0,0
3,8,27,10.016308,90.322151,0,0
