B,7
r,0,0,13.059384,13.228616,0,0
r,1,0,10.992923,35.820309,0,0
r,2,0,10.995384,55.612923,0,0
r,3,0,10.976308,74.822151,0,0
r,0,1,9.049231,9.105846,0,0
r,1,1,9.013230,25.665846,0,0
r,2,1,9.006461,42.181847,0,0
r,3,1,9.012615,58.811077,0,0
r,4,0,10.255077,76.706154,0,0
r,0,2,9.011692,9.068308,0,0
r,1,2,9.009231,25.215076,0,0
r,2,2,8.982769,41.593231,0,0
r,3,2,9.013846,58.514462,0,0
r,4,1,8.952308,75.149231,0,0
r,5,0,10.094153,92.787079,0,0
r,0,3,9.086769,9.204923,0,0
r,1,3,8.972615,25.755384,0,0
r,2,3,9.001846,42.602154,0,0
r,3,3,9.006769,59.129539,0,0
r,4,2,8.936308,75.750771,0,0
r,5,1,8.972923,92.013542,0,0
t,0
r,1,4,8.898154,37.562153,0,0
r,2,4,9.032308,55.140614,0,0
r,3,4,9.004923,71.281845,0,0
r,4,3,8.993846,88.223381,0,0
r,0,4,10.253538,10.371693,0,2
r,1,5,9.004308,27.808924,0,0
r,2,5,8.992308,43.898155,0,0
r,3,5,9.026462,60.989231,0,0
r,4,4,8.955384,77.296921,0,0
r,5,2,8.997231,94.211998,0,0
r,0,5,9.047077,9.165231,0,2
r,1,6,9.010462,25.610462,0,0
r,2,6,8.989538,42.001537,0,0
r,3,6,9.028308,59.062462,0,0
r,4,5,8.958154,75.117538,0,0
r,5,3,8.996615,92.138771,0,0
t,0
t,1
r,1,7,8.946769,56.971691,1,1
r,2,7,9.037847,74.244614,0,0
r,3,7,8.981231,90.741234,0,0
r,0,6,9.728616,9.864307,0,4
r,1,8,8.996307,26.391384,0,1
r,2,8,9.091385,43.485847,0,0
r,3,8,9.012308,60.434769,0,0
r,4,6,9.047384,77.006157,0,0
r,5,4,8.985538,93.534157,0,0
r,0,7,9.139077,9.274769,0,4
r,1,9,8.999385,25.885538,0,1
r,2,9,9.083076,42.969540,0,0
r,3,9,9.012308,59.790462,0,0
r,4,7,9.049846,76.484001,0,0
r,5,5,8.985538,93.019073,0,0
r,0,8,9.139077,9.274769,0,4
r,1,10,8.999692,25.884308,0,1
r,2,10,9.182769,43.165848,0,0
r,3,10,9.100616,60.494770,0,0
r,4,8,9.082461,77.155998,0,0
r,5,6,8.988615,94.294464,0,0
r,0,9,9.231692,9.374461,0,4
r,1,11,9.015693,26.444923,0,1
