1,0,0,0,4.593846,5
1,0,0,1,10.132000,5
1,0,0,2,8.850462,5
1,0,0,3,7.441231,5
1,0,0,4,7.384000,5
1,0,0,5,7.323692,5
1,0,0,6,7.192616,5
1,0,0,7,7.298154,5
1,0,0,8,7.323385,5
1,0,0,9,7.340308,5
1,0,1,0,12.546154,10
1,0,1,1,13.306769,10
1,0,1,2,13.838769,10
1,0,1,3,13.836000,10
1,0,1,4,14.093846,10
1,0,1,5,13.848616,10
1,0,1,6,13.812307,10
1,0,1,7,13.802462,10
1,0,1,8,13.977231,10
1,0,1,9,13.696000,10
1,0,2,0,39.080002,35
1,0,2,1,37.288616,35
1,0,2,2,38.717232,35
1,0,2,3,38.846462,35
1,0,2,4,38.719692,35
1,0,2,5,38.760307,35
1,0,2,6,38.976925,35
1,0,2,7,38.813232,35
1,0,2,8,38.701229,35
1,0,2,9,38.883999,35
1,0,3,0,53.797539,50
1,0,3,1,53.800617,50
1,0,3,2,53.976616,50
1,0,3,3,53.792614,50
1,0,3,4,53.828617,50
1,0,3,5,53.738461,50
1,0,3,6,53.962769,50
1,0,3,7,53.821232,50
1,0,3,8,53.799999,50
1,0,3,9,53.695694,50
1,0,4,0,103.850151,100
1,0,4,1,103.640617,100
1,0,4,2,103.678772,100
1,0,4,3,103.655693,100
1,0,4,4,103.553230,100
1,0,4,5,103.692924,100
1,0,4,6,103.568924,100
1,0,4,7,103.638771,100
1,0,4,8,103.592926,100
1,0,4,9,103.528618,100
1,0,5,0,233.652618,230
1,0,5,1,233.407379,230
1,0,5,2,233.564301,230
1,0,5,3,233.773849,230
1,0,5,4,233.444916,230
1,0,5,5,233.526764,230
1,0,5,6,233.495071,230
1,0,5,7,233.552307,230
1,0,5,8,233.525848,230
1,0,5,9,233.481232,230
1,0,6,0,403.485229,400
1,0,6,1,399.515686,400
1,0,6,2,403.384918,400
1,0,6,3,403.544922,400
1,0,6,4,403.599396,400
1,0,6,5,403.656311,400
1,0,6,6,403.518463,400
1,0,6,7,403.525543,400
1,0,6,8,403.578461,400
1,0,6,9,403.758759,400
1,0,7,0,653.595398,650
1,0,7,1,653.471375,650
1,0,7,2,649.508606,650
1,0,7,3,653.723999,650
1,0,7,4,653.371094,650
1,0,7,5,653.583679,650
1,0,7,6,653.359680,650
1,0,7,7,653.487976,650
1,0,7,8,653.370789,650
1,0,7,9,649.573242,650
1,0,8,0,903.338745,900
1,0,8,1,903.519409,900
1,0,8,2,903.581543,900
1,0,8,3,903.570129,900
1,0,8,4,903.598755,900
1,0,8,5,899.594788,900
1,0,8,6,903.428284,900
1,0,8,7,903.575073,900
1,0,8,8,903.605530,900
1,0,8,9,903.710144,900
1,0,9,0,1249.566772,1250
1,0,9,1,1253.993896,1250
1,0,9,2,1253.001587,1250
1,0,9,3,1253.352295,1250
1,0,9,4,1249.131714,1250
1,0,9,5,1253.077881,1250
1,0,9,6,1253.375732,1250
1,0,9,7,1252.994751,1250
1,0,9,8,1249.236938,1250
1,0,9,9,1253.021240,1250
2,0,0,0,5.114461,5
2,0,0,1,5.074461,5
2,0,0,2,5.074154,5
2,0,0,3,5.074461,5
2,0,0,4,5.074154,5
2,0,0,5,5.074154,5
2,0,0,6,5.074154,5
2,0,0,7,5.074461,5
2,0,0,8,5.074769,5
2,0,0,9,5.074154,5
2,0,1,0,10.074769,10
2,0,1,1,10.072923,10
2,0,1,2,10.072923,10
2,0,1,3,10.072923,10
2,0,1,4,10.072923,10
2,0,1,5,10.073231,10
2,0,1,6,10.072923,10
2,0,1,7,10.072923,10
2,0,1,8,10.072923,10
2,0,1,9,10.073231,10
2,0,2,0,35.072922,35
2,0,2,1,35.073231,35
2,0,2,2,35.072922,35
2,0,2,3,35.072922,35
2,0,2,4,35.072922,35
2,0,2,5,35.072922,35
2,0,2,6,35.072922,35
2,0,2,7,35.073231,35
2,0,2,8,35.072922,35
2,0,2,9,35.072922,35
2,0,3,0,50.074463,50
2,0,3,1,50.074463,50
2,0,3,2,50.072922,50
2,0,3,3,50.074463,50
2,0,3,4,50.074463,50
2,0,3,5,50.074463,50
2,0,3,6,50.074463,50
2,0,3,7,50.074463,50
2,0,3,8,50.074463,50
2,0,3,9,50.074463,50
2,0,4,0,100.073235,100
2,0,4,1,100.072922,100
2,0,4,2,100.072922,100
2,0,4,3,100.072922,100
2,0,4,4,100.072922,100
2,0,4,5,100.072922,100
2,0,4,6,100.072922,100
2,0,4,7,100.072922,100
2,0,4,8,100.073540,100
2,0,4,9,100.072922,100
2,0,5,0,230.072922,230
2,0,5,1,230.072922,230
2,0,5,2,230.072922,230
2,0,5,3,230.072922,230
2,0,5,4,230.074158,230
2,0,5,5,230.074768,230
2,0,5,6,230.072922,230
2,0,5,7,230.072922,230
2,0,5,8,230.072922,230
2,0,5,9,230.072922,230
2,0,6,0,400.074158,400
2,0,6,1,400.073853,400
2,0,6,2,400.073853,400
2,0,6,3,400.073547,400
2,0,6,4,400.074463,400
2,0,6,5,400.073853,400
2,0,6,6,400.073547,400
2,0,6,7,400.073853,400
2,0,6,8,400.073853,400
2,0,6,9,400.072937,400
2,0,7,0,650.072937,650
2,0,7,1,650.072937,650
2,0,7,2,650.073242,650
2,0,7,3,650.074768,650
2,0,7,4,650.074463,650
2,0,7,5,650.074463,650
2,0,7,6,650.074463,650
2,0,7,7,650.072937,650
2,0,7,8,650.074768,650
2,0,7,9,650.074463,650
2,0,8,0,900.073547,900
2,0,8,1,900.072937,900
2,0,8,2,900.073242,900
2,0,8,3,900.073853,900
2,0,8,4,900.072937,900
2,0,8,5,900.072937,900
2,0,8,6,900.073242,900
2,0,8,7,900.072937,900
2,0,8,8,900.073853,900
2,0,8,9,900.073853,900
2,0,9,0,1250.074463,1250
2,0,9,1,1250.074829,1250
2,0,9,2,1250.074463,1250
2,0,9,3,1250.073486,1250
2,0,9,4,1250.072876,1250
2,0,9,5,1250.072876,1250
