B,7
r,0,0,13.054770,13.222462,0,0
r,1,0,10.980308,35.736309,0,0
r,2,0,11.047692,55.578156,0,0
r,3,0,10.911693,74.637848,0,0
r,0,1,9.064308,9.120923,0,0
r,1,1,9.000308,25.908615,0,0
r,2,1,9.020923,42.166153,0,0
r,3,1,8.993846,58.706154,0,0
r,4,0,10.265538,76.382156,0,0
r,0,2,9.060923,9.117538,0,0
r,1,2,9.004308,25.703077,0,0
r,2,2,8.994462,41.892921,0,0
r,3,2,8.995077,58.791386,0,0
r,4,1,8.958462,75.340309,0,0
r,5,0,10.077230,93.029846,0,0
r,0,3,9.074462,9.184308,0,0
r,1,3,9.003385,25.944616,0,0
r,2,3,9.034769,42.425232,0,0
r,3,3,8.970154,59.223999,0,0
r,4,2,8.996307,75.769234,0,0
r,5,1,8.972923,92.504311,0,0
t,0
r,1,4,8.883077,37.538769,0,0
r,2,4,9.027692,54.982769,0,0
r,3,4,9.021846,71.482155,0,0
r,4,3,8.975385,88.338463,0,0
r,0,4,10.234769,10.344923,0,2
r,1,5,8.985230,27.724922,0,0
r,2,5,8.994769,44.427692,0,0
r,3,5,9.005538,61.561539,0,0
r,4,4,8.981539,77.791382,0,0
r,5,2,8.974154,94.712921,0,0
r,0,5,9.059077,9.168923,0,2
r,1,6,9.006461,25.962461,0,0
r,2,6,9.009231,42.585537,0,0
r,3,6,9.004616,59.183693,0,0
r,4,5,8.987692,75.379692,0,0
r,5,3,8.976000,92.390770,0,0
t,0
t,1
r,1,7,8.953539,57.033848,1,1
r,2,7,9.038154,74.300003,0,0
r,3,7,8.991076,90.238152,0,0
r,0,6,9.738153,9.866154,0,4
r,1,8,9.018769,26.478769,0,1
r,2,8,9.052615,43.746460,0,0
r,3,8,9.033231,60.437847,0,0
r,4,6,9.033231,77.150154,0,0
r,5,4,9.000923,93.500000,0,0
r,0,7,9.070154,9.189538,0,4
r,1,9,9.048000,25.870462,0,1
r,2,9,9.040615,42.392921,0,0
r,3,9,9.048000,59.199383,0,0
r,4,7,9.022154,75.624306,0,0
r,5,5,9.019077,92.236305,0,0
r,0,8,9.927077,9.983692,0,4
r,1,10,9.056308,26.842154,0,1
r,2,10,9.146770,43.848923,0,0
r,3,10,9.103692,61.028923,0,0
r,4,8,9.052615,78.141228,0,0
r,0,9,9.027385,9.084308,0,4
r,1,11,9.121231,25.836308,0,1
r,2,11,9.124308,43.040924,0,0
r,3,11,9.107077,60.325848,0,0
r,4,9,9.056308,76.826462,0,0
r,0,10,9.008615,9.065230,0,4
r,1,12,9.108615,25.743999,0,1
r,2,12,9.102462,43.003384,0,0
r,3,12,9.118462,59.701229,0,0
r,4,10,9.036615,76.863998,0,0
r,0,11,8.970769,9.027385,0,4
r,1,13,9.056308,26.011076,0,1
r,2,13,9.128000,42.494152,0,0
r,3,13,9.116615,59.829540,0,0
r,4,11,9.048923,76.778770,0,0
r,0,12,8.974462,9.031077,0,4
r,1,14,9.113539,26.011385,0,1
r,2,14,9.077230,43.133537,0,0
r,3,14,9.138461,60.185844,0,0
r,4,12,9.040308,77.524307,0,0
r,0,13,8.972923,9.029231,0,4
r,1,15,9.084616,26.286461,0,1
r,2,15,9.146770,43.125847,0,0
r,3,15,9.093231,60.450768,0,0
r,4,13,9.059692,77.070152,0,0
r,0,14,8.966461,9.023077,0,4
r,1,16,9.084308,25.973230,0,1
r,2,16,9.100307,42.984306,0,0
r,3,16,9.140307,59.924000,0,0
r,4,14,9.018769,76.912308,0,0
OOB,5,0,11
r,0,15,8.981231,9.037539,0,4
r,1,17,9.093846,26.153231,0,1
r,2,17,9.141846,43.037537,0,0
r,3,17,9.020308,60.187077,0,0
r,4,15,9.086154,76.614464,0,0
r,5,12,9.038769,93.637535,0,0
r,0,16,9.147385,9.275385,0,4
r,1,18,9.088000,26.564922,0,1
r,2,18,9.105538,43.329540,0,0
r,3,18,9.110769,60.519691,0,0
r,4,16,9.060923,77.591385,0,0
r,5,13,9.044308,94.571388,0,0
r,0,17,9.172923,9.300307,0,4
r,1,19,9.086461,26.296309,0,1
r,2,19,9.101231,43.163692,0,0
r,3,19,9.107385,60.274769,0,0
r,4,17,9.062154,77.131691,0,0
r,5,14,9.036615,94.046463,0,0
r,0,18,9.147385,9.275385,0,4
r,1,20,9.088923,26.576923,0,1
r,2,20,9.111384,43.775383,0,0
r,3,20,9.132615,61.162460,0,0
r,4,18,9.060923,78.368309,0,0
r,5,15,9.036307,95.311691,0,0
r,0,19,9.148923,9.276923,0,4
r,1,21,9.088923,26.606462,0,1
r,2,21,9.101539,43.572617,0,0
r,3,21,9.107693,60.713230,0,0
r,4,19,9.076615,77.664612,0,0
r,5,16,9.060000,94.922157,0,0
r,0,20,9.149231,9.277231,0,4
r,1,22,9.089847,26.485846,0,1
r,2,22,9.113231,43.456306,0,0
r,3,22,9.131692,60.555691,0,0
r,4,20,9.061846,77.473541,0,0
r,5,17,9.036615,94.657845,0,0
r,0,21,9.148616,9.276615,0,4
r,1,23,9.088615,26.584616,0,1
r,2,23,9.111077,43.661537,0,0
r,3,23,9.131077,61.074463,0,0
r,4,21,9.064308,78.000618,0,0
r,5,18,9.036615,94.666458,0,0
r,0,22,9.148923,9.276923,0,4
r,1,24,9.086461,26.604307,0,1
r,2,24,9.102154,43.474461,0,0
r,3,24,9.119385,60.552307,0,0
r,4,22,9.085231,77.583694,0,0
r,5,19,9.038154,94.715080,0,0
r,0,23,9.148923,9.276923,0,4
r,1,25,9.100307,26.634769,0,1
r,2,25,9.100000,43.437229,0,0
r,3,25,9.134154,60.333847,0,0
r,4,23,9.061846,77.613228,0,0
r,5,20,9.036307,94.723694,0,0
r,0,24,9.162154,9.298154,0,4
r,1,26,9.111692,26.621538,0,1
r,2,26,9.102154,43.948616,0,0
